名称,省,市,县,地址,介绍,985,211,软科排名,学校类型,学校属性,特色专业,2021分数线,2020分数线,2019分数线
四川职业技术学院,四川,遂宁市,,四川省遂宁市学府北路1号,四川职业技术学院是由四川省人民政府主办，四川省人民政府、遂宁市人民政府共建，四川省教育厅直管的公办全日制普通高等学校。学校坐落在四川第二大交通枢纽、成渝心脏地带且系成渝升腾之星、全球绿色城市、国际花园城市、中国十佳宜居城市、中国优秀旅游城市、观音故里—遂宁市。学校占地1049亩，建筑面积35.1万平方米，图书馆藏书113.7万册、电子期刊16万册、12个,否,否,,综合类,公办,"['软件技术', '计算机网络技术', '电子商务', '商务英语', '新闻采编与制作', '机电一体化技术', '应用电子技术', '电子信息工程技术', '机械设计与制造', '模具设计与制造']",,,
四川托普信息技术职业学院,四川,成都市,,四川省成都市高新区西区大道2000号,四川托普信息技术职业学院创建于2000年，是经四川省人民政府批准、教育部备案的全日制普通高等院校，是教育部批准的首批国家级示范性软件职业技术学院，也是国家技能型紧缺人才培训基地、电子信息产业国家高技能人才培训基地、四川省电子信息产业青年技师培养基地。学院是四川省第一所通过由教育部组织的高职高专院校人才培养工作水平评估的民办普通高校。武书,否,否,,理工类,民办,"['软件技术', '计算机网络技术', '移动应用开发', '计算机应用技术', '新能源汽车技术', '电子信息工程技术', '数控技术', '电子商务', '市场营销', '环境艺术设计']",,,
南通大学,江苏,南通市,,"江苏省南通市崇川区啬园路9号,江苏省南通市崇川区启秀路19号",南通大学（NantongUniversity）始建于1912年，源自近代著名实业家、教育家张謇先生创办的私立南通医学专门学校和南通纺织专门学校。2004年，原南通医学院、南通工学院、南通师范学院三校合并组建新的南通大学。学校是江苏省人民政府和交通运输部共建的综合性大学，江苏高水平大学建设高峰计划建设高校。在中国管理科学研究院《2022中国大学评价》中列第106位，ESI中国高校,否,否,169,综合类,公办,"['临床医学', '电气工程及其自动化', '英语', '汉语言文学', '光电信息科学与工程', '应用心理学', '日语', '生物技术', '机械工程', '测控技术与仪器']", 文科：602.00 理科：563.00 , 理科：588.00 文科：579.00 , 文科：582.00 理科：557.00 
辽宁工程技术大学,辽宁,阜新市,细河区,"阜新校区:辽宁省阜新市细河区中华路47号,葫芦岛校区：辽宁省葫芦岛市龙湾南大街188号",学校创建于1949年，1978年被国务院确定为全国88所国家重点大学之一。1981年被批准为首批硕士学位授予单位，1993年被批准为博士学位授予单位、有条件接收留学生单位，1996年由阜新矿业学院更名并升格为辽宁工程技术大学，1999年被批准设立博士后科研流动站，2012年辽宁省人民政府与原国家安全生产监督管理总局签署协议共建学校，2013年获批为国家“中西部高校基础能力建设,否,否,272,理工类,公办,"['安全工程', '测绘工程', '工程力学', '软件工程', '材料成型及控制工程', '金属材料工程', '工程管理', '信息管理与信息系统', '工商管理', '金融学']", 文科：569.00 理科：516.00 , 文科：549.00 理科：548.00 , 文科：561.00 理科：518.00 
阿坝师范学院,四川,阿坝藏族羌族自治州,,四川省阿坝藏族羌族自治州汶川县水磨镇,阿坝师范学院前身为阿坝师范专科学校，是1978年12月经国务院批准的全日制普通专科学校，1993年更名为阿坝师范高等专科学校，2015年4月，经教育部批准升格为省属公办普通本科高校，更名为阿坝师范学院。学校座落在民族文化璀璨的岷江之滨，寿溪河畔，大熊猫国家森林公园、5A级特别旅游风景区汶川县水磨古镇，距成都市区60余公里，距世界文化遗产都江堰20余公里，拥有,否,否,489,师范类,公办,"['数学与应用数学', '电子信息工程', '体育教育', '计算机科学与技术', '电气工程及其自动化', '生物科学', '化学', '英语', '美术学', '环境设计']",,,
四川民族学院,四川,甘孜藏族自治州,,四川省康定市姑咱镇文化路4号,四川民族学院是四川省全日制普通本科高校，也是中央布局在康巴地区的唯一一所民族本科院校，位于“溜溜的山、洁白的云、奔腾的河、迅疾的风”之间的四川省康定市姑咱镇。学校依偎世界屋脊青藏高原，坐落于蜀山之王贡嘎山下，西靠世界情歌故里康定，东望高耸入云的二郎山，南邻大渡桥横铁索寒的泸定，北接丹巴美人谷和仙境般的甲居藏寨，共和国最美景观大道318,否,否,556,民族类,公办,"['中国少数民族语言文学（藏语言文学）', '中国少数民族语言文学（藏汉翻译）', '法学', '法学（汉藏双语）', '学前教育', '小学教育', '财务管理', '行政管理', '人力资源管理', '数学与应用数学']",,,
民办四川天一学院,四川,成都市,,四川省绵竹市二环路东段88号,民办四川天一学院创建于1991年，1994年经原国家教育委员会（教计[1994]44号文）批准为独立设置的全日制专科层次的高等学校，定名为“民办四川天一学院”，当年秋季开始招生，成为全国首批（7所）、西南地区第一所纳入国家普通高等教育序列的民办高校。2000年1月，经四川省教育厅批准，学院获得独立举办成人教育资格，是全省开展继续教育最早的民办高校。同年，学院获,否,否,,综合类,民办,"['市场营销', '工商企业管理', '电子商务', '旅游管理', '空中乘务', '体育运营与管理', '计算机应用技术', '软件技术', '移动互联应用技术', '物联网应用技术']",,,
四川旅游学院,四川,成都市,,四川省成都市龙泉驿区红岭路459号,四川旅游学院是四川省人民政府主办，国内第一所以“旅游”命名的全日制普通本科高校，2013年经教育部批准，由四川烹饪高等专科学校与四川省农业管理干部学院合并组建。学校是全国100所“应用型本科产教融合发展工程项目”建设高校、四川省“三全育人”综合改革试点高校、四川省本科院校整体转型发展改革试点高校。2018年学校被国务院侨办批准为“海外惠侨工程----,否,否,455,综合类,公办,"['烹饪与营养教育', '中西面点工艺', '食品科学与工程', '食品质量与安全', '酒店管理', '人力资源管理', '休闲体育', '高尔夫球运动与管理', '旅游管理', '会展经济与管理']", 文科：552.00 理科：468.00 , 文科：531.00 理科：487.00 , 文科：540.00 理科：473.00 
四川国际标榜职业学院,四川,成都市,龙泉驿区,四川省成都市龙泉驿区阳光教育城同策路3号,"四川国际标榜职业学院办学以来，学院秉持“以美与健康提升人的生命品质”的办学理念，面向国际，根植中国文化，创新教育形态、丰富教育资源、重塑教学流程，为社会培养具有国际视野、中华美德、人文底蕴、专业技能、发展潜力和创新精神的高素质高技能型人才。关于标榜四川国际标榜职业学院创办于1993年，是一所经教育部批准,面向健康产业，以管理学、医学、教育",否,否,,艺术类,民办,"['家具设计与制造', '室内艺术设计', '建筑设计', '环境艺术设计', '工商企业管理', '建设工程管理', '表演艺术', '体育运营与管理', '体育艺术表演', '社区康复']", 文科：322.00 理科：219.00 , 文科：363.00 , 文科：365.00 
四川工商职业技术学院,四川,成都市,武侯区,四川省都江堰市天府大道聚源段8号（正大门）,四川工商职业技术学院建于1959年，前身为国家级重点中专四川省轻工业学校（四川省工艺美术学校）。2001年经四川省人民政府批准独立升格为高职学院，隶属于四川省经济和信息化厅。学校位于世界“三遗”之城都江堰市，是国家优质高职院校、四川省高水平高职学校建设单位、全国模范职工之家、全国轻工系统先进集体、四川省示范性高职院校、四川省文明校园、四川省事,否,否,,综合类,公办,"['工商企业管理', '中小企业创业与经营', '旅游管理（酒店方向）', '旅游管理（导游方向）', '商务数据分析与应用', '智能控制技术', '物联网应用技术', '工业机器人技术', '机电一体化技术', '工业设计']",,,
四川电力职业技术学院,四川,成都市,温江区,"温江校区：四川省成都市温江区春江南路666号,草堂校区：四川省成都市青羊区青华路8号,罗家碾校区：四川省成都市青羊区清江东路39号",四川电力职业技术学院（以下简称“学院”）始建于1917年，是一所国家公办的专科层次全日制普通高等学校，隶属于国家电网有限公司，是全国电力行业唯一一所国家示范性高等职业院校。2006年，学院与国网四川省电力公司技能培训中心合并，集高职教育、技能培训、人才评价、竞赛考试、科研咨询等功能于一体，是国家级和省级高技能人才培训基地，是国网公司输配电线路,否,否,,理工类,公办,"['发电厂及电力系统', '供用电技术', '机电一体化技术', '水利水电建筑工程', '建筑工程技术', '工程造价', '发电厂及电力系统（电力无人飞行巡检）', '输配电工程技术（电气绝缘与电缆技术）', '机电一体化技术（新能源设备运检）', '水电站机电设备与自动化']",,,
